codigo_dea,tipo_titularidad,municipio_nombre,direccion_establecimiento,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso
2018-3151,Pública,Alcorcón,CALLE Estambul 16  ,28922,DENTRO DE LA ESTACIÓN DE PARQUE OESTE EN EL VESTÍBULO,427873,4466527,
2020-461,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 45 DISPOSITIVO MOVIL,442158,4481299,05:0000:30
2020-462,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 46 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-463,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 47 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-517,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 157 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-518,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 156 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-527,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 148 E.M.T.,442158,4481299,DE 5 A 0.30
2020-544,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 102 E.M.T.,442158,4481299,DE 5 A 0.30
2020-545,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 101 E.M.T.,442158,4481299,DE 5 A 0.30
2020-550,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 96 E.M.T.,442158,4481299,DE 5 A 0.30
2020-597,Pública,Madrid,CALLE de Ríos Rosas 22  ,28003,"DENTRO DE LA ESTACIÓN DE RÍOS ROSAS, EN VESTÍBULO RÍOS ROSAS ACCE SO R.ROSAS PARES",440532,4477041, 6:00 A 1:30
2019-2570,Pública,Madrid,CALLE de María de Maeztu 52  ,28049,DENTRO DE LA ESTACIÓN DE METRO DE ARROYOFRESNO. EN VESTIBULO PRINCIPAL,438470,4482501,06:00 a 01:30
2018-2969,Pública,Madrid,AVDA de Pablo Iglesias 91  ,28039,"DENTRO DE LA ESTACIÓN FRANCOS RODRIGUEZ, EN EL VESTIBULO ",439644,4478748,
2018-2914,Pública,Madrid,AVDA de Pío XII 4  ,28016,DENTRO DE LA ESTACION DE METRO PIO XII. EN VESTIBULO PIO XII,442688,4479319,
2018-3076,Pública,Madrid,CALLE de Alcalá 550  ,28027,"DENTRO DE LA ESTACIÓN TORRE ARIAS, EN VESTÍBULO ",447668,4477190,
2020-450,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 134 E.M.T.,442158,4481299,
2020-452,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 111 E.M.T.,442158,4481299,
2020-457,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 191 E.M.T.,442158,4481299,"ENTRE 5 Y 0,30 DIA SIGUIENTE"
2020-458,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 190 E.M.T.,442158,4481299,"ENTRE 5 Y 0,30 DIA SIGTE"
2020-464,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 60 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-465,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 61 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-471,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 187 E.M.T.,442158,4481299,"ENTRE 5 Y 0,3 DIA SGTE"
2020-473,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 186 E.M.T.,442158,4481299,"ENTRE 5 FY 0,30 DIA SGTE"
2020-492,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 182 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-493,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 181 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-494,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 180 E.M.T.,442158,4481299,"DE 5 A 0,30"
2019-2910,Pública,Madrid,PASEO EL PARDO / GUARDIA REAL CUERPO GUARDIA CUARTEL DEL REY 43  ,28048,PUERTA ENTRADA AL CUERPO DE GUARDIA,434055,4486042,24 H
2018-2986,Pública,Madrid,CALLE de Goya 39  ,28001,"ESTACIÓN DE VELAZQUEZ, EN VESTÍBULO PASILLO ACCESO A ANDENE DE L4 ",442036,4475181,
2020-449,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 135 E.M.T.,442158,4481299,
2020-616,Pública,Villalbilla,CALLE de los Baños de Sacedón 4  ,28810,PARQUE DEPORTIVO EL VISO - LOS HUEROS - RECEPCION ,468854,4476937,10-22H
2020-618,Pública,Villalbilla,CALLE Ávila 14  ,28810,CENTRO DEPORTIVO ZULEMA - RESTAURANTE - ENTRADA ,468042,4478212,12-24H
2020-619,Pública,Villalbilla,CMNO de las Eras 20  ,28810,PABELLON DEPORTIVO VEGA RETUENGA - ENTRADA ,474585,4476133,DURANTE CELEBRACIÓN EVENTOS
2020-620,Pública,Villalbilla,CALLE Castillo 2  ,28810,VEHÍCULO MATRÍCULA 3797GSG - PEUGEOT BOXER ,474450,4475790,SEGÚN TURNOS VOLUNTARIOS PROTECCIÓN CIVIL
2020-621,Pública,Villalbilla,CALLE Castillo 2  ,28810,VEHÍCULO MATRÍCULA 7135KBY - TOYOTA HILUX - PROTECCIÓN CIVIL ,474450,4475790,SEGUN TRUNOS VOLUNTARIOS PRETECCIÓN CIVIL
2019-2867,Pública,Madrid,CMNO Estación Cercanías Fuente de la Mora 6  ,28050,,443833,4481788,
2019-2871,Pública,Madrid,CALLE Estación Cercanías Puente de Alcocer 0  ,28041,,440116,4466888,
2019-2874,Pública,Madrid,CALLE Estación Cercanías Ramon y Cajal 0  ,28034,,441136,4482179,
2019-2968,Pública,Madrid,CALLE ENTRADA CASA DE GALICIA EN MADRID 8  ,28014,,441408,4473920,
2020-75,Pública,Madrid,CALLE PASILLO ENTRE OFFICE Y BAÑO USUARIOS PLANTA BAJA 1  ,28039,ENTRADA CALLE ALMOROX SN,439670,4479462,7:30-19:00
2020-495,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 179 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-496,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 178 E.M.T.,442158,4481299,"DE 5 A 00,30"
2020-497,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 177 E.M.T.,442158,4481299,DE 5 A 00.30
2020-498,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 176 E.M.T.,442158,4481299,"DE 5 A 0,30"
2020-553,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 93 E.M.T.,442158,4481299,DE 5 A 0.30
2020-554,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 92 E.M.T.,442158,4481299,DE 5 A 0.30
2019-44,Pública,Madrid,"CALLE DENTRO DE LA ESTACION DE METRO ARTILLEROS, EN EL VESTIBULO PICO D 126  ",28030,E ARTILLEROS,445347,4473132,
2020-815,Pública,Madrid,CALLE de Cañada del Santísimo 0  ,28051,"DENTRO ESTACIÓN METRO LAS SUERTES, VESTIBULO ESQ. AVDA. ENSANCHE DE VALLECAS",449091,4468236,24 H
2019-2711,Pública,Colmenar del Arroyo,CALLE Escuelas 1  ,28213,CEIP SAN VICENTE - SECRETARIA ,398237,4474900,L a V 7:30 A 17:00
2020-625,Pública,Tres Cantos,SECT Escultores 10  ,28760,COMANDANCIA DE LA GUARDIA CIVIL JUNTO TALLERES DEL GATI,439812,4496120,24 H
2017-31,Pública,San Martín de la Vega,AVDA de los Abogados de Atocha 16  ,28330,CEIP SAN MARCOS ,451607,4451591,07:00 A 18:00
2018-1260,Pública,Fuenlabrada,CALLE de Segovia 1  ,28941,HALL- -( pared despacho equipo DIRECTIVO) ,431618,4460438,8:00 A L8:00H 
2018-1734,Pública,Parla,CALLE Felipe II 15 BAJA ,28982,JUNTO A ESCALERA DE LA DCHA. FRENTE A AULA MUSICA CEIP MIGUEL DELIBES,435180,4454086,HORARIO ESCOLAR
2018-901,Pública,Madrid,CALLE de Sorzano 1  ,28043,"EN EL HALL DE ENTRADA, A MANO DERECHA CEIP SAN JUAN BAUTISTA",444104,4478048,7.30-18
2019-2208,Pública,Torrejón de Ardoz,CALLE Madrid 5 1 ,28850,CENTRO DE MAYORES CALLE MADRID EN PLANTA 1ª DE CENTRO COMERCIAL,459418,4479231,DE 10:00 A 21:00 DE LUNES A DOMINGO EXCEPTO AGOSTO
2019-2207,Pública,Torrejón de Ardoz,CALLE Lisboa 47  ,28850,CENTRO DE MAYORES VEREDILLAS ,460121,4479343,lunes a viernes de 10 a 13:30 y de 16:30 a 19:00
2018-2779,Pública,Madrid,PASEO de la Castellana sn  ,28046,DESNTRO ESTACION DE MAETRO PLAZA DE CASTILLA ANDEN I LINEA 10,441576,4479796,DE 6:00 A 1:30 H
2018-2769,Pública,Madrid,AVDA de América 9  ,28002,DENTRO ESTACION AVENIDA DE AMERICA PASILLO DISTRIBUIDOR NIVEL 1 -DESDE VESTIBULO PEDRO VALDIVIA L9,442572,4476562,DE 6:00 A 1:30
2018-3070,Pública,Móstoles,PLAZA del Pradillo 0  ,28931,DENTRO DELA ESTACIÓN DE METRO PRADILLO EN VESTÍBULO,426550,4463798,
2018-3138,Pública,Móstoles,PASEO de la Estación 0  ,28931,DENTRO DE LA ESTACION DE METRO MOSTOLES CENTRAL EN EL VESTIBULO,429388,4466926,
2020-555,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 91 E.M.T.,442158,4481299,DE 5 A 0.30
2020-556,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 90 E.M.T.,442158,4481299,DE 5 A 0.30
2020-557,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 89 E.M.T.,442158,4481299,DE 5 A 0.30
2020-558,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 88 E.M.T.,442158,4481299,DE 5 A 0.30
2019-2934,Pública,Torrejón de Ardoz,CALLE Cádiz 457  ,28850,"PLANTA BAJA, PASILLO CENTRAL JUNTO GUARDAS SEGURIDAD ",461826,4480071,
2020-242,Pública,Arganda del Rey,PLAZA del Mediterráneo 7  ,28500,** DISPOSITIVO MOVIL VEHICULO POLICIA LOCAL SEDE POLICÍA LOCAL,463367,4460812,
2020-243,Pública,Arganda del Rey,AVDA del Mediterráneo 7  ,28500,**DISPOSITIVO MOVIL INSTALADO EN VEHICULO POLICIA LOCAL,463367,4460812,
2019-16,Pública,Madrid,CALLE del Néctar 0  ,28022,DENTRO DEL DEPOSITO DE METRO DE CANILLEJAS ENTRADA EDIFICIO FORMACIÓN,448421,4477237,
2018-3146,Pública,Móstoles,CALLE del Río Sella 0  ,28934,DENTRO ESTACIÓN METRO HOSPITAL DE MOSTOLES EN EL VESTÍBULO,425684,4463238,
2018-2760,Pública,Madrid,CALLE BARAJAS TERMINAL T2 SN  ,28042,DENTRO DE LA ESTACION AEROPUERTO T1T2T3. VESTIBULO PRINCIPAL,451565,4479877,6:00 A 1:30
2018-3065,Pública,Madrid,CALLE del Marqués de la Valdavia 21  ,28012,"DENTRO DE LA ESTACION DE METRO DE MARQUES DE LA VALDAVIA, EN EL V ESTIBULO DE M. DE LA VALDAVIA",446027,4488014,
2020-9,Pública,Madrid,CALLE Mayor 71  ,28013,SECRETARIA GENERAL DEL PLENO ,439629,4474090,7:30 a 21:00
2020-10,Pública,Madrid,PLAZA de la Villa 4  ,28005,SECRETARIA GENERAL DEL PLENO ,439724,4474051,7:30 a 21:00
2020-129,Pública,Madrid,CALLE de la Aduana 29  ,28013,HALL PRINCIPAL ,440599,4474448,24 H
2018-3121,Pública,Madrid,AVDA de Oporto 2  ,28019,DENTRO DE LA ESTACIÓN DE PLAZA ELIPTICA EN PASILLO NIVEL INTERMEDIO DE ACCESO ANDENES LÍNEA 6,439015,4470769,
2020-276,Pública,Madrid,"CALLE DENTRO DE LA ESTACIÓN DE OPAÑEL, EN VESTÍBULO 98  ",28019,,438599,4470925,
2018-2976,Pública,Madrid,CALLE de Génova 29  ,28004,DENTRO DE LA ESTACIÓN DE COLON EN EL VESTÍBULO,441328,4475240,
2020-183,Pública,Madrid,"CALLE DENTRO DE LA ESTACIÓN DE CASA DE CAMPO, EN VESTÍBULO 0  ",28011,,435424,4472796,
2019-2146,Pública,Navas del Rey,AVDA Olímpica 0  ,28695,"C/ VIA OLIMPICA S/N, 28695, NAVAS DEL REY PASILLO ENFERMERIA",393916,4471735,
2020-614,Pública,Villalbilla,CTRA Villalbilla-Valdeláguila 1  ,28810,COMPLEJO POLIDEPORTIVO MUNICIPAL ARROYO DEL TESORO ENTRADA AL LAD O DE RECEPCION,474836,4476379,10-22
2020-615,Pública,Villalbilla,CALLE Grecia 6  ,28810,CENTRO DEPORTIVO PEÑAS ALBAS - RESTAURANTE ,468874,4477409,10-24
2018-2762,Pública,Madrid,CALLE de Velázquez 92  ,28006,DENTRO DE LA ESTACIÓN NUÑEZ DE BALBOA EN EL VESTIBULO JUAN BRAVO,442060,4476019,
2020-701,Pública,"Rozas de Madrid, Las",CALLE Juan Barjola 0  ,28231,BIBLIOTECA DE LAS ROZAS AYUNTAMIENTO DE LAS ROZAS,426377,4482338,
2020-703,Pública,"Rozas de Madrid, Las",AVDA Polideportivo 18  ,28231,"AUDITORIO ""JOAQUÍN RODRIGO"" AYUNTAMIENTO LAS ROZAS",425652,4483092,
2019-882,Pública,Alcalá de Henares,AVDA Reyes Católicos 9  ,28802,JUNTA DISTRITO II - HALL PRINCIPAL ATENCIÓN PUBLICO ,468334,4480817,8 a 15H
2020-707,Pública,"Rozas de Madrid, Las",PLAZA José Prat 1  ,28290,BIBLIOTECA LAS MATAS AYUNTAMIENTO DE MADRID,424312,4489130,
2018-1435,Pública,Alcalá de Henares,CALLE Bosnia-Herzegovina 6  ,28802,PARQUE MUNICIPAL DE SERVICIOS ,467808,4481275,24 HORAS
2018-1437,Pública,Alcalá de Henares,CALLE Santiago 13  ,28801,CENTRO MUNICIPAL DE SALUD. CASA DE SOCORRO ,468813,4481427,L-D 24 HORAS
2019-822,Pública,Alcalá de Henares,CALLE Costa Rica 2  ,28806,POLIGONO INDUSTRIAL LA PEÑA - NAVE 2 ,466045,4483922,
2018-2848,Pública,Madrid,AVDA del Partenón 0  ,28042,DENTRO DEL CENTRO DE TECNOLOGIAS DE LAINFORMACION VESTIBULO NIVEL - 1,448026,4479457,
2018-3132,Pública,Madrid,CALLE Vía Carpetana 328  ,28047,"DENTRO ESTACION DE CARPETANA, EN VESTIBULO CARPETANA ",437083,4471615,
2018-3156,Pública,Madrid,CALLE de Amparo Usera 46  ,28026,DENTRO ESTACIÓN USERA EN ANDÉN II L6 PROXIMO A PIÑON DE ENTRADA,440025,4470954,
2020-342,Pública,Brunete,CALLE Remedios 6  ,28690,VESTUARIO ARBITRO ,415137,4473393,SEGUN ACTIVIDAD
2018-3033,Pública,Madrid,AVDA del Padre Piquer 8  ,28024,"DENTRO ESTACION CAMPAMENTO, EN VESTIBULO ",434788,4471833,
2020-650,Pública,Madrid,AVDA de Manoteras 54 1 ,28050,B.O.E. PUERTA 121/109,444046,4481994,
2018-2913,Pública,Madrid,CALLE de José Abascal 24  ,28003,DENTRO DE ESTACION DE METRO ALONSO CANO EN VESTIBULO ,440774,4476638,
2020-348,Pública,Madrid,CALLE de Albarracín 33  ,28037,3ª PLANTA ,446469,4475980,
2020-349,Pública,Madrid,CALLE de Albarracín 33  ,28037,1ª PLANTA ,446469,4475980,
2020-350,Pública,Madrid,CALLE de Albarracín 33  ,28037,PLANTA BAJA ,446469,4475980,
2020-369,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 5 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-370,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 6 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-371,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 7 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-372,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 8 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-715,Pública,Alcalá de Henares,AVDA de Meco 1  ,28805,AYUNTAMIENTO ALCALA DE HENARES GUARDIA CIVIL,469639,4482451,
2018-2999,Pública,Madrid,"AVDA DENTRO DE LA ESTACION DE METRO DE MONTECARMELO,EN EL VESTIBULO 63  ",28049,,441041,4484070,
2019-49,Pública,Madrid,CALLE de Sirio 34  ,28007,"DENTRO DE LA ESTACION DE METRO ESTRELLA, EN EL VESTIBULO ESTRELLA ",443997,4473607,
2019-40,Pública,Madrid,PASEO de los Artilleros 0  ,28032,"DENTRO DE LA ESTACION DE METRO VICALVARO, EN EL VESTIBULO ",448335,4472827,
2019-2943,Pública,"Álamo, El",CALLE Acceso Campo de Futbol 105  ,28607,,415993,4453371,
2019-2944,Pública,"Álamo, El",CALLE Recepción Tienda Centro Deportivo El Alamo 2  ,28607,,416123,4453342,
2019-2945,Pública,"Álamo, El",PLAZA Recepción Ayuntamiento de El Alamo 1  ,28607,,415720,4453801,
2020-288,Pública,Talamanca de Jarama,CALLE de la Fuente del Arca 19  ,28160,ENTRADA ,456881,4510595,
2018-2776,Pública,Madrid,PASEO de la Castellana sn  ,28046,"DENTRO DE LA ESTACION DE METRO PLAZA DE CASTILLA PASILLO DE DISTRIBUCION L1, L9, L10",441576,4479796,6:00 A 1:30
2018-2678,Pública,Madrid,CALLE de los Emigrantes 0  ,28043,DENTRO DE LA ESTACIÓN DE MAR DE CRISTAL EN EL VESTIBULO PRINCIPAL,445887,4479998,
2020-344,Pública,Brunete,CALLE Estudiantes 3  ,28690,GIMNASIO POLIDEPORTIVO MUNICIPAL JOSE RAMON DE LA MORENA,414858,4472094,8-23:30
2020-664,Pública,Madrid,PASEO de la Castellana 147  ,28046,AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA ,441419,4479083,DD 7 A 21
2020-665,Pública,Madrid,CALLE de Lérida 32  ,28020,AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA ,440600,4478421,DE 7 A 21 DIAS LABORABLES
2018-3039,Pública,Madrid,AVDA de Bruselas 14  ,28028,DENTRO DE LA ESTACIÓN DE METRO LA MORALEJA EN EL VESTÍBULO,446177,4486982,
2017-136,Pública,Guadalix de la Sierra,CMNO de Chozas S/N  ,28794,"I.E.S. LUIS GARCÍA BERLANGA (Guadalix de ls Sierra) EN LA CONSERJERÍA, A LA ENTRADA DEL CENTRO",441275,4514767,LUNES A VIERNES 8:30 A 14:30
2020-37,Pública,Móstoles,AVDA RESIDENCIA PARQUE COIMBRA 55 BAJA ,28935,,420836,4462386,
2020-366,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 1 DISPOSITIVO MOVIL,442158,4481299,5-0:30
2020-367,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 2 DISPOSITIVO MOVIL,442158,4481299,5:00-00:30
2020-368,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 4 DISPOSITIVO MOVIL,442158,4481299,5-0:30
2020-406,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 57 E.M.T.,442158,4481299,
2020-491,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 79 EMT DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2018-2605,Pública,Madrid,CALLE de Alcalá 62  ,28009,CASA ARABE ,442164,4474783,24HORAS
2018-3182,Pública,Madrid,"PASEO DENTRO DE LA ESTACION DE METRO BEGOÑA, EN EL PASILLO DISTRIBUCIÓN 0  ",28046,NIVEL -2 A ANDENES ciudad sanitaria l paz,441865,4481285,
2018-3037,Pública,Madrid,"CALLE DENTRO DE LA ESTACION DE METRO FUENCARRAL, EN EL PASILLO DE ACCES 4  ",28034,O ANDENES,441253,4482938,
2018-3077,Pública,Madrid,CALLE del Retablo de Melisendra 1  ,28034,"DENTRO DE LA ESTACION DE METRO TRES OLIVOS, EN EL VESTIBULO ",441541,4479815,
2020-7,Pública,Madrid,CALLE del Príncipe de Vergara 140 Baja ,28002,PLANTA BAJA JUNTO CONTROL VIGILANCIA ESQUINA CALLE CARTAGENA Nº 178,442618,4477291,
2019-50,Pública,Madrid,CALLE de Ibiza 4  ,28009,"DENTRO DE LA ESTACIÓN DE METRO IBIZA, EN EL VESTÍBULO ",442485,4474412,
2018-3157,Pública,Madrid,CALLE de Amparo Usera 46  ,28026,DENTRO ESTACIÓN DE USERA EN VESTÍBULO AMPARO USERA,440025,4470954,
2020-376,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 12 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2020-387,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 17 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30
2018-2971,Pública,Madrid,CALLE de Palas de Rey 38  ,28050,"DENTRO DE LA ESTACION DE METRO DE LAS TABLAS, EN EL VESTIBULO FRENTE A CALLE PALAS DE REY. METRO DE MADRID",443328,4484487,
2017-50,Pública,Alcorcón,CALLE del Parque Grande 7  ,28924,ESCUELA OFICIAL DE IDIOMAS ALCORCÓN ,431185,4466980,
2019-2870,Pública,Humanes de Madrid,CALLE Estación Cercanías Humanes 0  ,28970,,429535,4456467,
2019-2872,Pública,Alcalá de Henares,CALLE Estación Cercanías La Garena 0  ,28806,,466708,4481142,
2019-2873,Pública,Torrejón de Ardoz,PASEO Estación Torrejón de Ardoz 0  ,28850,,459317,4478326,
2019-2876,Pública,Valdemoro,PASEO Estación Cercanías Valdemoro 0  ,28341,,443411,4449735,
2020-145,Pública,Guadarrama,CALLE los Escoriales 11  ,28440,FRENTE CUARTO MÉDICO COLEGIO VILLA,407980,4502323,9-17
2020-146,Pública,Guadarrama,CALLE Romero 3  ,28440,EN VEHICULO PROTECCIÓN CIVIL GUADARRAMA ,408749,4501639,24
2020-524,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 151 E.M.T.,442158,4481299,
2020-525,Pública,Madrid,CALLE de Mauricio Legendre 42  ,28046,AUTOBUS 150 E.M.T.,442158,4481299,
2019-2842,Pública,Colmenar Viejo,PASEO Estación Cercanías Colmenar Viejo 0  ,28770,,434306,4499662,
2019-2843,Pública,Madrid,CALLE Estación San Cristobal de los Ángeles 0  ,28021,,441909,4465975,
2019-2844,Pública,Madrid,CTRA Estación Cercanías El Goloso 0  ,28049,,439557,4490018,
2019-2919,Pública,Móstoles,CALLE Fragua 13  ,28933,VEHICULO POLICIA MUNICIPAL M-2 3553-JVD ,426892,4466060,
2019-2920,Pública,Móstoles,CALLE Fragua 13  ,28933,VEHICULO POLICÍA MUNICIPAL M-34 6750-JVC ,426892,4466060,
2020-92,Pública,Madrid,CALLE PUERTA DEL CENTRO DE DÍA 8  ,28053,,443250,4469673,8:00-19:30
2020-93,Pública,Madrid,"CALLE PUERTA PRINCIPAL, PASADO PUERTA DE CRISTAL PARED IZDA 6  ",28018,,445305,4470716,8-20 H
2018-2778,Pública,Madrid,PASEO de la Castellana 125  ,28046,DENTRO ESTACION DE METRO CUZCO PASILLO DISTRIBUCION NIVEL 2 ACCESO ANDENES L10,441467,4478857,DE 6:00 A 1:30
2020-702,Pública,"Rozas de Madrid, Las",CALLE Comunidad de La Rioja 2  ,28231,"CENTRO MUNICIPAL ""EL ABAJÓN"" AYUNTAMIENTO LAS ROZAS",425298,4482681,
2020-704,Pública,"Rozas de Madrid, Las",PLAZA Mayor 1  ,28231,CASA CONSISTORIAL AYUNTAMIENTO LAS ROZAS,425901,4482863,
2019-271,Pública,"Rozas de Madrid, Las",AVDA Camino del Caño 2  ,28231,CONCEJALÍA DE EDUCACIÓN Y CULTURA ,425657,4483113,
2018-1439,Pública,Alcalá de Henares,PLAZA San Julián 1  ,28801,BIBLIOTECA CARDENAL CISNEROS ,469138,4481118,L-V 8:30 - 21:00
2020-64,Pública,Loeches,PLAZA Duquesa de Alba 3  ,28890,Ubicado en vestíbulo del pabellón principal del centro pabellón d e Dirección.,465079,4470711,7:00-21:00
2018-3147,Pública,Fuenlabrada,AVDA Pablo Iglesias 0  ,28942,DENTRO DE LA ESTACION DE METRO LORANCA EN EL VESTÍBULO,428815,4460990,
2018-2904,Pública,Madrid,AVDA de la Albufera 14  ,28053,"DENTRO ESTACIÓN PUENTE DE VALLECAS, EN VESTIBULO ALBUFERA ",443298,4472109,
2018-2898,Pública,Madrid,CALLE del Congosto 35  ,28031,"DENTRO DE LA ESTACION DE CONGOSTO, EN VESTÍBULO ",447485,4469220,
2018-2698,Pública,Madrid,PASEO del Rey 30  ,28008,INSTALADO EN EL CONTROL DE ACCESO DEL EDIFICIO ,438818,4475113,
2020-149,Pública,Madrid,AVDA de Puerta de Hierro S/N  ,28040,"COMPLEJO DE LA MONCLOA, EDIFICIO CONSEJO ",437651,4477266,24 H
2020-311,Pública,Collado Mediano,CALLE del Ramiro 3  B,28450,AYTO. DE COLLADO MEDIANO DETRÁS DE LA MESA DE SECRETARIA,411814,4505613,
2018-2840,Pública,Madrid,CALLE de Agustín de Foxá 0  ,,DENTRO ESTACION METRO CHAMARTIN VESTIBULO NIVEL 4,442098,4480495,
2018-3120,Pública,Leganés,CALLE del Cobre 0  ,,DENTRO ESTACIÓN DE METRO LEGANES CENTRAL EN VESTÍBULO,434446,4464563,
2018-3069,Pública,Madrid,CALLE de Alcalá 373  ,28027,DENTRO DE LAESTACIÓN PUEBLO NUEVO VESTÍBULO EMILIO FERRARI,445392,4476266,
2018-1433,Pública,Alcalá de Henares,PLAZA Cervantes 4  ,28801,CONCEJALÍA DE HACIENDA AYUNTAMIENTO,469132,4481444,L-V 7:00-16:00
2020-711,Pública,Torrejón de Ardoz,CALLE Turín 12  ,28850,CAMPO DE FUTBOL LAS VEREDILLAS AYUNTAMIENTO TORREJÓN DE ARDOZ,459964,4479524,L-V 17.30-22.30 M. 17.30-20.30 S y D SEGÚN PARTIDOS
2020-719,Pública,Madrid,CALLE de Alcalá 31  ,28014,CONSEJERIA DE TURISMO Y CULTURA ,440759,4474440,
2020-720,Pública,Torrejón de Ardoz,CALLE San Fernando s/n  ,28850,C.D. J.A. SAMARANCH - CAMPOS DE FUTOBOL AYUNTAMIENTO DE TORREJÓN,458579,4479113,
2020-721,Pública,Torrejón de Ardoz,PLAZA Pablo de Olavide S/N  ,28850,COMPLEJO DEPORTIVO JOSE ANTONIO PARAISO AYUNTAMIENTO DE TORREJÓN,459061,4479291,L-V 8.30-22.00 S y D SEGÚN PARTIDOS
2019-41,Pública,Madrid,CALLE del Camino de los Vinateros 75  ,28030,"DENTRO DE LA ESTACION DE METRO VINATEROS, EN EL VESTIBULO VINATER OS/ CORREGIDOR JOSÉ DE PASAMONTE",444837,4473452,
2019-2381,Pública,Madrid,CALLE de la Hacienda de Pavones 215  ,,"DENTRO DE LA ESTACIÓN DE METRO PAVONES, EN EL VESTIBULO PRINCIPAL ",446076,4472439,
2019-2951,Pública,Madrid,CALLE de Villardondiego 36  ,28032,HALL ENTRADA ,448357,4472918,L-V 8:30 - 21:30
